time;ax;ay;az;aT
2.084000;0.0230;-0.0318;0.1482;0.153
2.095000;0.0048;0.0057;0.0560;0.057
2.104000;-0.0816;-0.0173;-0.0122;0.084
2.114000;-0.1739;-0.0958;-0.0923;0.219
2.124000;-0.1656;-0.1108;-0.0552;0.207
2.134000;-0.0903;-0.0995;-0.0479;0.143
2.185000;-0.0557;-0.0909;-0.0287;0.110
2.186000;-0.0361;-0.0772;0.0072;0.086
2.187000;-0.0188;-0.0269;0.0504;0.060
2.188000;-0.0247;-0.0139;0.0912;0.095
2.189000;-0.0790;-0.0156;0.0421;0.091
2.195000;-0.0758;-0.0098;0.0075;0.077
2.203000;-0.0297;-0.0125;-0.0680;0.075
2.214000;-0.0022;0.0514;-0.0632;0.081
2.224000;0.0044;0.0279;-0.0799;0.085
2.236000;0.0392;0.0419;0.0266;0.063
2.272000;0.0409;0.0441;0.0267;0.066
2.274000;0.0790;0.0419;0.0902;0.127
2.274000;0.1088;0.0622;0.1489;0.195
2.275000;0.1465;0.0553;0.2196;0.270
2.284000;0.1754;0.0649;0.1981;0.272
2.296000;0.1782;0.0735;0.1898;0.270
2.304000;0.1437;0.0603;0.1815;0.239
2.314000;0.1324;0.0653;0.1755;0.229
2.323000;0.1296;0.0418;0.2318;0.269
2.335000;0.1030;0.0452;0.2833;0.305
2.381000;0.1036;0.0490;0.3276;0.347
2.382000;0.0994;0.0562;0.3085;0.329
2.383000;0.0873;0.0589;0.2582;0.279
2.384000;0.1283;0.0762;0.1996;0.249
2.384000;0.1525;0.0688;0.1410;0.219
2.394000;0.1481;0.0813;0.1146;0.204
2.404000;0.1270;0.0732;0.0943;0.174
2.417000;0.0965;0.0763;0.1158;0.169
2.461000;0.0797;0.0596;0.1576;0.186
2.462000;0.0449;0.0313;0.2078;0.215
2.463000;0.0476;-0.0219;0.2557;0.261
2.464000;0.0522;-0.0341;0.3359;0.342
2.465000;0.0599;-0.0157;0.3586;0.364
2.474000;0.0338;0.0535;0.3753;0.381
2.484000;0.0733;0.0815;0.2174;0.243
2.496000;0.0921;0.1338;0.0522;0.171
2.504000;0.0812;0.1411;-0.0591;0.173
2.514000;0.0224;0.1152;-0.1620;0.200
2.524000;-0.0690;0.0643;-0.1045;0.141
2.534000;-0.1159;-0.0143;0.0212;0.119
2.568000;-0.1052;-0.0400;0.1959;0.226
2.569000;-0.0867;-0.0710;0.3384;0.356
2.570000;-0.0749;-0.0856;0.3623;0.380
2.574000;-0.0823;-0.0904;0.3898;0.409
2.584000;-0.0927;-0.0762;0.2917;0.315
2.595000;-0.0882;-0.0258;0.1936;0.214
2.604000;-0.0396;-0.0142;0.0763;0.087
2.614000;-0.0453;-0.0335;0.1278;0.140
2.624000;-0.0655;-0.0139;0.1769;0.189
2.636000;-0.0784;-0.0194;0.1399;0.162
2.671000;-0.0625;-0.0226;0.1531;0.167
2.672000;-0.0301;-0.0351;0.1220;0.130
2.673000;-0.0063;-0.0829;0.1316;0.156
2.674000;-0.0174;-0.1373;0.1280;0.189
2.684000;-0.0601;-0.1312;0.0826;0.166
2.695000;-0.0852;-0.1346;0.0838;0.180
2.704000;-0.1048;-0.1548;0.0360;0.190
2.714000;-0.0685;-0.1414;0.0277;0.160
2.724000;-0.0179;-0.1020;-0.0093;0.104
2.734000;0.0052;-0.0928;0.0087;0.093
2.770000;0.0089;-0.0883;0.0411;0.098
2.771000;-0.0377;-0.0957;0.0747;0.127
2.772000;-0.0770;-0.1006;0.0880;0.154
2.774000;-0.0322;-0.1042;0.1371;0.175
2.784000;-0.0067;-0.1148;0.1348;0.177
2.795000;0.0410;-0.0942;0.1360;0.170
2.804000;0.0885;-0.0854;0.1479;0.192
2.814000;0.0932;-0.1177;0.2352;0.279
2.823000;0.0187;-0.1512;0.3369;0.370
2.835000;-0.0680;-0.1614;0.3944;0.432
2.872000;-0.1250;-0.1425;0.3310;0.381
2.873000;-0.1548;-0.1362;0.2318;0.310
2.874000;-0.1606;-0.1141;0.1134;0.227
2.875000;-0.1915;-0.0885;0.0896;0.229
2.884000;-0.2173;-0.0370;0.1029;0.243
2.896000;-0.2299;-0.0202;0.0994;0.251
2.903000;-0.2328;-0.0121;0.1330;0.268
2.914000;-0.1988;0.0487;0.0972;0.227
2.924000;-0.1724;0.0712;0.0542;0.194
2.934000;-0.1413;0.0988;-0.1348;0.219
2.972000;-0.1166;0.1008;-0.1957;0.249
2.973000;-0.1337;0.0473;-0.2985;0.330
2.974000;-0.0167;-0.0283;-0.0793;0.086
2.975000;0.0269;-0.0417;0.3815;0.385
2.984000;0.0825;-0.1434;0.2507;0.300
2.996000;0.0548;-0.2150;0.3702;0.432
3.003000;0.0782;-0.1401;0.2766;0.320
3.014000;0.0560;-0.0993;0.2262;0.253
3.023000;0.0441;-0.1103;0.1316;0.177
3.034000;0.0505;-0.0951;0.0695;0.128
3.044000;0.0534;-0.0644;0.0361;0.091
3.073000;0.0495;-0.0470;-0.0212;0.072
3.074000;0.0300;-0.0305;0.0363;0.056
3.075000;0.0508;-0.0254;0.1237;0.136
3.084000;0.0132;0.0005;0.1417;0.142
3.094000;-0.0569;0.0393;0.1620;0.176
3.103000;-0.1012;0.0551;0.1190;0.166
3.116000;-0.0998;0.0729;0.0951;0.156
3.124000;0.0112;0.1164;0.0689;0.136
3.151000;0.0920;0.1277;0.0318;0.161
3.152000;0.1170;0.1351;-0.0089;0.179
3.154000;0.1248;0.1725;-0.0066;0.213
3.164000;0.0910;0.1709;-0.0007;0.194
3.174000;0.0689;0.1270;0.1034;0.178
3.184000;0.0784;0.0738;0.1751;0.206
3.194000;0.0833;0.0497;0.2661;0.283
3.203000;0.1026;0.0543;0.2624;0.287
3.217000;0.1431;0.0793;0.2169;0.272
3.224000;0.1977;0.1164;0.1846;0.294
3.261000;0.2754;0.1538;0.1618;0.355
3.263000;0.2905;0.1546;0.1342;0.355
3.263000;0.1962;0.1142;0.2384;0.329
3.264000;0.1266;0.0234;0.3258;0.350
3.274000;0.0347;-0.0289;0.4241;0.426
